,OVERALL,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Att.Position,Interceptions,Vision,Composure,Crossing,short_pass,long_pass,acceleration,stamina,strength,balance,sprint_speed,agility,jumping,heading,shot_power,finishing,long_shots,curve,fk_acc,penalties,volleys,gk_positioning,gk_diving,gk_handling,gk_kicking,gk_reflexes
189,82,82,76,76,70,77,83,80,65,78,86,84,78,88,85,65,78,67,73,61,68,67,53,86,66,84,85,84,76,82,8,16,12,10,10
190,82,83,83,79,80,82,84,84,82,79,79,85,79,84,80,82,92,65,86,78,87,69,47,74,67,72,75,67,73,72,14,11,5,13,11
191,82,19,16,22,13,13,24,80,12,18,45,58,15,24,33,49,43,75,42,34,49,61,24,54,19,18,23,11,23,19,81,83,81,72,84
192,82,79,65,37,25,32,83,85,86,34,65,83,42,76,48,59,83,88,44,72,63,79,90,86,86,73,40,37,71,82,16,11,9,14,12
193,82,86,84,40,39,42,45,78,80,45,81,82,81,81,80,80,76,63,76,79,78,58,57,86,77,83,84,76,62,79,12,13,9,6,10
194,82,85,83,59,42,65,68,76,80,44,87,84,81,84,82,77,75,51,83,74,86,54,35,83,75,80,85,84,74,70,12,11,14,14,14
195,82,35,19,19,14,15,28,75,12,25,55,59,12,48,45,48,38,60,60,44,47,74,12,60,10,17,15,13,20,11,80,79,79,80,83
196,82,71,50,84,83,86,88,82,49,85,42,73,60,75,69,73,74,79,69,71,71,79,77,67,29,27,51,48,41,22,10,7,15,7,10
197,82,85,86,35,26,20,73,83,85,21,72,82,76,79,53,76,76,67,86,67,84,69,69,83,86,85,79,76,91,85,7,8,14,14,15
198,82,86,87,58,44,53,78,83,83,48,80,76,75,79,66,86,79,69,87,82,90,49,69,82,85,84,82,65,55,80,8,13,10,9,16
199,82,85,85,55,63,59,63,81,80,66,82,79,83,81,76,82,76,54,83,78,88,69,54,79,75,77,85,81,68,76,7,11,15,13,14
200,82,62,43,82,82,86,85,79,26,81,57,75,34,78,69,50,63,92,32,77,33,38,84,77,22,62,28,30,32,33,7,15,7,14,15
201,82,15,14,20,12,18,20,78,18,24,49,61,18,26,22,41,23,66,47,46,45,56,11,56,18,14,14,12,21,11,79,85,78,75,87
202,82,23,13,17,12,14,32,82,14,23,46,56,15,27,24,42,39,68,38,44,67,74,13,50,12,16,17,13,18,14,78,84,78,67,85
203,82,86,89,26,31,33,54,79,79,34,78,78,73,79,60,88,72,75,78,87,83,73,71,82,80,78,84,54,80,76,15,9,8,8,11
204,82,75,65,87,82,86,84,80,31,86,45,76,36,75,70,66,70,79,53,69,55,79,78,64,30,46,36,24,34,28,8,9,14,12,9
205,82,83,83,71,74,76,69,83,75,80,78,83,82,81,79,86,87,63,86,84,84,64,66,79,52,79,85,81,54,61,7,7,13,10,13
206,82,15,13,18,13,16,29,78,14,26,53,62,14,28,29,48,43,75,53,42,62,73,10,53,16,15,20,20,23,13,83,81,79,71,84
207,82,79,82,81,81,87,88,81,78,84,79,83,71,83,83,67,88,86,75,87,73,87,82,85,76,81,77,64,60,71,13,14,8,8,11
208,82,80,80,83,79,83,84,81,78,78,80,82,84,81,69,77,79,77,77,81,76,80,78,70,44,54,83,54,44,54,7,10,12,13,7
209,82,21,13,20,12,11,33,75,15,19,42,59,15,31,25,41,43,55,43,37,37,74,12,55,12,17,11,12,31,13,78,84,81,73,88
210,82,84,84,58,55,61,82,85,84,72,79,82,79,80,72,80,91,81,64,83,79,80,77,84,85,79,80,65,79,81,12,11,8,15,7
211,82,69,60,84,82,85,89,81,39,80,59,72,68,75,73,63,68,82,50,76,57,78,81,72,32,44,35,56,40,34,12,14,15,10,8
212,82,24,15,14,14,15,36,78,13,21,45,63,11,32,35,50,37,75,42,47,36,72,11,56,14,15,13,12,22,14,83,80,82,75,84
213,82,83,74,83,81,85,80,81,52,83,67,80,62,82,75,69,77,78,59,69,62,79,83,55,52,44,52,37,52,44,10,7,15,11,8
214,82,76,72,82,78,82,84,82,61,83,71,84,51,77,84,47,83,90,40,53,50,83,86,68,48,52,48,46,44,47,14,14,16,9,9
215,82,69,60,83,82,83,87,81,51,87,65,69,67,80,74,69,80,82,65,68,66,83,81,61,42,50,57,46,51,48,15,15,6,15,7
216,82,79,79,22,33,50,80,84,85,45,81,82,78,81,72,76,88,84,82,70,74,76,73,87,85,84,79,80,72,85,7,8,7,9,12
217,82,83,88,26,22,24,50,84,85,16,80,82,71,80,55,87,73,72,80,90,85,60,65,82,84,84,83,78,79,78,14,8,10,10,6
218,82,86,91,30,32,34,72,75,76,32,76,80,76,75,65,88,75,77,79,91,87,58,47,81,78,72,64,51,72,67,11,15,10,15,10
219,82,90,86,52,44,41,60,84,80,55,84,87,90,84,85,55,63,64,76,52,78,46,62,86,84,92,89,86,81,90,5,15,15,15,14
220,82,23,19,20,19,12,25,77,12,19,44,65,11,33,31,57,30,52,30,56,70,75,12,53,11,17,15,13,21,19,79,82,82,71,87
221,82,85,83,67,52,67,67,83,84,72,80,85,80,82,81,78,78,59,77,73,77,67,45,76,77,77,83,77,78,78,9,15,14,9,15
222,82,68,65,85,85,86,84,75,49,81,60,79,17,72,70,55,80,94,31,63,32,50,82,50,49,30,39,19,72,39,16,16,13,15,13
223,82,81,79,38,34,45,67,86,86,46,72,83,66,76,61,79,74,69,77,75,77,79,79,83,87,84,70,55,81,76,16,10,13,12,6
224,82,24,19,17,15,14,40,78,11,15,42,64,11,36,41,56,41,63,49,52,59,83,14,59,15,20,12,13,22,12,79,83,79,78,81
225,82,17,19,15,14,18,32,82,10,21,41,52,14,30,25,47,39,69,43,51,45,73,16,59,11,13,12,11,22,11,79,81,80,79,82
226,82,79,80,79,83,81,77,80,76,76,73,76,75,82,71,79,87,75,61,84,79,84,72,71,56,60,66,39,53,58,13,12,13,14,12
227,82,79,76,82,83,87,83,81,69,86,68,83,60,80,76,70,83,69,81,69,79,84,69,80,53,66,49,61,54,32,12,8,6,8,13
228,82,82,83,39,32,45,73,82,82,42,75,80,68,79,70,77,67,75,82,75,81,76,75,87,83,78,74,74,79,79,5,11,6,9,6
229,82,75,73,85,86,81,85,80,75,86,73,78,68,76,80,77,88,77,72,77,73,91,83,78,68,74,71,68,60,67,14,8,12,11,15
230,82,22,12,13,12,18,26,78,17,23,51,64,20,48,37,56,38,80,58,54,58,72,14,57,19,14,16,16,25,16,80,85,79,76,85
231,82,85,90,72,81,79,78,82,78,70,76,80,84,83,71,88,75,54,81,90,91,74,67,84,64,80,80,69,65,70,6,5,5,13,9
232,82,85,84,53,55,53,69,82,84,60,84,82,80,83,73,79,79,57,83,78,81,66,68,84,80,77,81,66,72,79,5,5,11,14,7
233,82,84,75,83,80,83,69,86,66,87,78,84,80,84,85,55,77,72,72,49,74,73,76,74,62,66,84,62,54,66,14,12,9,10,10
234,82,84,83,64,58,71,68,83,85,77,87,80,81,84,82,85,79,71,80,82,82,41,50,78,79,80,85,84,80,67,13,15,12,16,12
235,82,83,81,66,55,59,59,78,81,52,78,79,81,85,84,82,84,60,86,74,87,76,59,80,78,82,77,78,70,72,12,12,10,15,12
236,82,85,83,68,68,72,74,81,84,69,81,81,75,84,80,67,80,66,74,69,72,66,58,81,74,76,70,66,75,79,10,6,11,5,8
237,82,27,25,12,16,16,32,78,13,23,62,60,15,44,47,60,40,68,62,62,68,84,12,56,10,10,14,10,24,10,82,85,78,75,83
238,82,74,53,82,80,82,81,74,48,83,52,78,52,77,70,59,62,82,53,55,57,89,82,67,42,43,49,49,50,47,5,6,8,15,15
239,82,86,83,78,70,76,70,83,66,78,84,84,81,86,82,68,78,59,81,66,74,59,60,78,56,80,86,92,79,72,7,7,7,13,8
240,82,70,50,87,79,85,82,79,31,85,55,69,50,76,72,63,65,79,53,71,48,73,81,78,55,41,52,69,61,37,10,6,10,13,15
241,82,14,15,24,14,15,20,79,12,22,46,64,24,39,39,59,41,73,58,54,62,73,13,58,14,13,23,22,15,15,80,84,82,77,82
242,82,83,81,81,86,85,85,83,84,84,80,84,73,85,82,71,87,75,83,71,75,74,59,86,75,89,73,68,63,75,8,11,11,14,11
243,82,83,80,50,50,53,64,78,82,53,79,85,86,80,79,81,61,76,65,84,78,82,84,90,82,87,90,87,76,85,5,15,15,11,6
244,82,82,78,76,72,77,67,80,79,79,84,80,84,85,86,62,75,71,62,60,69,34,59,84,77,76,88,82,82,81,5,14,11,12,9
245,82,27,19,13,13,15,37,82,11,23,55,64,14,46,36,53,31,61,36,43,52,74,13,59,13,7,13,12,11,13,81,81,81,78,82
246,82,71,59,89,85,87,81,82,30,86,64,75,38,74,72,48,55,81,55,43,53,76,77,65,27,53,53,45,37,31,9,8,6,5,8
247,82,28,26,13,11,11,38,80,12,28,50,70,13,37,35,37,34,69,49,30,55,71,13,56,15,13,20,13,22,17,91,77,76,74,78
248,81,81,81,75,78,77,78,80,76,76,73,79,82,76,75,85,84,70,82,83,84,76,68,76,64,68,81,57,54,59,10,12,7,11,15
249,81,68,63,84,77,84,83,80,29,82,61,81,39,81,74,71,74,79,65,76,66,74,81,74,54,30,46,32,77,33,7,5,10,13,15
250,81,82,87,46,46,39,54,77,76,48,77,75,75,79,70,96,69,44,92,94,90,62,28,73,73,54,66,41,42,63,8,8,9,8,14
251,81,28,19,24,21,20,26,80,11,21,60,64,13,46,56,57,32,75,30,54,65,61,13,56,12,9,12,11,15,10,79,81,78,74,83
252,81,80,84,35,28,24,45,76,80,34,86,82,77,80,78,88,73,70,76,79,82,75,70,79,78,75,71,60,66,72,15,12,9,11,12
253,81,80,79,71,77,78,76,82,79,73,78,74,81,81,79,79,88,66,84,81,78,77,57,73,67,65,78,48,47,55,10,13,7,9,11
254,81,87,89,66,69,74,75,81,72,72,87,87,71,85,81,76,60,79,91,69,84,60,56,80,61,73,76,65,60,62,8,8,10,13,7
255,81,81,82,61,48,53,56,77,74,55,77,76,83,77,75,93,86,56,89,87,85,39,44,53,67,57,68,58,55,59,5,14,6,11,11
256,81,84,83,67,64,67,60,82,70,72,84,78,68,85,88,74,80,65,78,61,79,54,60,75,65,81,77,41,49,63,11,6,11,10,15
257,81,86,87,68,58,68,69,82,78,69,84,82,70,86,80,79,76,68,83,74,82,64,59,72,76,75,80,72,74,68,7,14,6,11,10
258,81,81,82,45,44,47,48,82,81,43,79,75,78,77,68,85,75,64,79,83,81,59,46,80,78,79,76,69,54,66,8,6,5,11,10
259,81,79,85,74,79,77,77,78,75,75,68,74,73,77,58,96,79,74,82,96,85,77,64,71,67,63,67,44,60,59,5,11,11,6,14
260,81,78,74,80,79,83,82,77,54,83,72,80,50,81,78,65,83,76,58,69,53,73,69,70,40,60,55,45,60,38,5,8,11,14,9
261,81,86,86,69,70,72,62,78,78,69,80,79,81,83,77,79,74,63,83,77,85,59,59,79,74,76,81,76,65,59,15,5,6,10,7
262,81,82,86,48,46,56,84,80,82,46,74,81,73,78,61,79,83,77,74,86,79,83,83,82,82,69,74,65,77,74,11,12,7,8,13
263,81,80,78,80,76,80,84,78,74,80,76,84,66,82,75,68,92,85,79,73,68,72,68,84,64,76,58,48,85,60,12,9,11,12,10
264,81,77,78,15,18,11,62,82,85,11,70,78,68,71,60,77,72,87,66,76,75,81,82,79,85,76,59,49,87,72,8,9,12,7,7
265,81,85,84,50,42,52,54,80,82,53,75,78,67,85,83,85,75,74,67,79,75,68,64,75,72,79,70,67,55,63,8,8,9,12,8
266,81,78,77,70,81,77,69,80,72,77,75,82,82,78,71,78,89,68,81,80,83,71,69,55,51,53,83,52,61,47,7,16,15,15,7
267,81,74,75,26,24,27,65,84,83,32,58,79,56,73,47,74,52,82,47,82,60,85,83,85,85,82,59,67,77,82,19,8,11,20,20
268,81,76,77,83,80,86,75,80,58,82,77,81,61,82,78,75,91,56,77,78,72,40,70,60,53,59,54,57,77,57,10,15,14,14,9
269,81,72,77,73,69,72,69,82,69,74,64,74,81,81,71,92,91,73,78,93,81,75,66,73,59,73,70,66,65,64,10,12,15,9,14
270,81,64,60,77,84,85,86,78,58,82,50,70,40,67,58,68,76,79,63,74,61,91,83,74,56,61,72,58,62,63,11,18,12,14,18
271,81,81,86,45,18,25,58,80,80,21,78,75,73,73,63,93,75,59,84,94,87,77,57,79,77,78,79,79,71,74,15,12,13,6,14
272,81,69,69,78,84,84,83,77,47,77,58,71,48,76,72,69,65,90,66,89,60,87,82,60,39,40,32,28,39,27,15,6,7,8,9
273,81,77,77,82,80,84,86,83,65,81,74,84,68,80,74,81,80,87,64,85,68,65,67,74,66,63,64,46,38,35,13,12,12,7,11
274,81,79,81,76,78,79,81,80,72,78,62,79,76,75,65,84,86,66,79,85,87,79,58,74,50,60,61,30,38,42,14,16,12,10,12
275,81,85,87,38,47,32,45,79,78,33,79,80,72,77,59,91,76,54,88,87,87,79,50,77,73,58,69,58,61,70,16,8,12,13,14
276,81,9,8,19,20,22,20,76,9,17,45,59,30,40,40,39,45,79,37,35,32,50,20,59,20,17,20,18,60,20,81,78,80,79,82
277,81,85,83,64,66,72,80,82,76,70,83,81,78,84,83,76,79,70,80,77,83,61,57,82,75,78,82,77,65,69,15,10,7,10,14
278,81,74,73,78,82,85,78,77,60,83,64,73,74,73,70,77,78,79,65,87,67,90,74,67,40,52,69,33,45,39,11,10,7,14,15
279,81,78,78,83,75,79,85,79,71,84,76,79,78,82,78,83,88,69,74,86,76,73,69,72,69,68,70,47,54,60,13,9,12,12,12
280,81,81,83,24,30,34,64,79,77,50,76,78,81,76,69,85,75,68,77,87,83,63,58,84,76,84,76,70,69,71,9,9,12,11,9
281,81,80,81,42,29,35,64,79,80,45,72,75,73,73,65,93,76,57,78,93,90,67,62,76,76,73,72,65,73,74,14,11,10,14,10
282,81,80,76,38,23,31,77,81,84,35,64,76,65,72,47,79,80,82,66,88,72,93,89,79,82,65,64,54,77,73,7,12,12,8,11
283,81,85,76,72,68,73,76,81,80,73,79,84,67,81,78,67,86,76,69,73,75,71,69,83,78,78,78,65,63,80,10,7,12,8,14
284,81,16,18,19,11,20,39,74,20,16,62,62,24,38,41,45,42,52,57,52,40,71,15,54,19,18,23,21,25,17,81,80,81,72,83
285,81,84,83,63,29,29,63,81,76,38,77,79,80,79,76,84,77,41,87,82,89,51,40,78,76,82,79,77,70,75,8,11,12,6,11
286,81,76,81,47,29,34,75,82,85,21,73,81,76,74,66,93,83,82,64,94,77,88,73,85,78,78,76,53,64,74,10,14,15,14,13
287,81,79,76,74,76,78,86,76,78,76,76,78,81,80,67,82,93,86,86,83,80,81,60,83,56,67,80,58,54,54,12,12,13,6,11
288,81,86,88,39,26,37,48,80,79,36,78,73,74,81,74,81,76,74,67,86,84,63,68,79,77,71,81,63,57,75,8,11,10,7,8
289,81,14,15,17,17,20,28,75,18,21,46,62,12,26,27,48,42,80,45,48,48,62,13,58,14,14,19,17,25,13,80,80,79,77,83
290,81,20,16,12,16,14,27,71,19,18,48,67,20,31,24,46,35,70,39,42,32,51,15,57,18,14,16,12,25,15,82,82,78,76,86
291,81,86,85,48,49,47,38,82,77,47,82,81,81,82,82,77,80,71,83,80,84,64,54,81,73,77,77,65,54,79,8,11,16,11,9
292,81,24,18,20,19,12,19,77,12,18,30,63,17,31,25,46,40,68,52,48,56,52,19,56,14,17,13,15,21,20,80,81,81,74,82
293,81,85,81,42,30,30,85,77,79,26,80,78,77,82,79,79,70,63,73,77,87,65,62,83,80,80,78,75,76,78,5,5,6,5,6
294,81,85,86,66,52,67,77,82,77,62,82,81,79,79,77,78,78,60,82,74,85,45,57,73,67,67,80,72,72,63,10,11,12,9,15
295,81,86,86,69,71,72,56,78,77,75,84,75,77,85,80,79,75,56,79,77,79,52,52,76,70,83,80,65,51,75,11,12,9,12,6
296,81,84,78,70,75,81,76,83,76,80,80,81,70,84,79,69,77,82,72,74,75,73,77,80,69,79,73,59,67,72,7,9,12,9,15
297,81,80,81,76,71,79,87,87,70,82,76,79,72,83,81,79,93,54,87,79,88,80,52,78,62,68,77,74,66,65,11,7,16,15,15
298,81,77,78,55,32,23,83,81,86,31,61,81,42,71,48,76,80,80,75,78,78,83,84,81,88,67,64,56,77,82,14,13,7,12,7
299,81,76,71,82,81,82,85,82,67,84,73,81,68,78,75,69,90,77,73,68,61,79,75,76,60,77,61,48,80,64,12,14,15,7,12
300,81,86,83,38,16,27,61,83,77,44,84,79,82,86,76,72,69,59,82,68,78,53,44,71,74,72,79,75,71,65,15,13,7,9,11
301,81,86,85,62,56,56,57,78,75,62,82,78,81,85,81,69,71,51,77,62,76,45,53,80,66,84,89,84,78,74,6,9,14,11,10
302,81,69,64,83,79,83,77,77,29,80,60,72,60,76,70,54,68,86,61,61,54,85,84,58,50,46,53,33,48,40,14,16,7,8,11
303,81,82,79,79,79,79,89,79,76,75,84,82,76,84,82,69,80,76,75,68,71,64,60,88,58,77,79,78,64,71,9,9,14,6,10
304,81,82,78,78,74,79,77,83,76,79,78,79,69,82,83,65,78,73,66,66,67,60,58,88,77,87,83,81,57,84,10,11,9,11,10
305,81,82,80,55,40,40,52,76,80,52,78,80,82,80,71,88,83,58,90,86,88,71,45,82,77,77,76,68,77,74,12,8,14,14,16
306,81,73,64,82,80,81,82,79,51,83,58,74,61,77,73,65,65,83,66,67,59,81,79,83,51,70,72,62,59,65,12,15,10,14,15
307,81,84,80,46,31,29,56,82,81,42,78,76,80,82,75,81,80,66,68,76,84,75,70,82,78,80,83,72,78,74,10,8,11,14,9
308,81,75,53,82,84,80,84,80,48,83,55,69,51,75,83,69,72,79,63,73,67,91,76,81,42,74,72,51,39,37,13,12,16,11,11
309,81,64,50,81,78,82,84,78,49,80,60,69,49,72,68,60,66,92,52,73,52,90,84,63,47,49,60,59,59,47,9,14,14,7,15
310,81,20,14,20,18,18,29,79,15,23,68,60,15,17,38,36,38,73,56,37,36,73,19,56,14,16,17,16,13,13,80,82,76,75,83
311,81,69,63,81,80,82,85,79,43,82,65,78,59,74,73,55,71,84,53,63,55,82,82,63,40,38,54,53,52,40,9,14,8,12,7
312,81,88,87,50,18,23,38,77,75,20,82,76,84,84,75,79,75,55,83,76,80,51,50,78,71,87,87,81,72,72,8,15,15,9,9
313,81,84,79,73,77,81,80,79,78,77,79,82,77,85,80,73,84,75,78,69,74,71,64,81,69,80,74,79,85,72,8,9,10,11,9
314,81,81,83,77,75,74,63,81,82,79,71,79,80,81,67,84,88,75,82,80,72,59,59,75,60,65,65,50,51,55,11,8,8,14,10
315,81,20,24,22,15,15,45,81,18,15,65,64,18,37,34,55,38,59,60,52,68,75,11,57,14,12,16,15,14,15,80,82,77,76,83
316,81,82,88,31,44,43,78,79,78,50,70,81,71,72,66,95,75,58,92,88,93,92,62,83,77,74,71,74,74,72,7,9,10,14,14
317,81,77,75,81,68,81,80,75,71,80,72,80,58,81,78,63,84,89,60,68,57,76,81,74,57,68,54,53,57,55,14,9,7,13,15
318,81,76,64,80,81,83,79,78,37,82,53,75,70,78,61,72,81,79,75,84,64,83,79,54,32,28,55,37,45,38,15,12,7,10,7
319,81,82,78,43,22,24,57,85,86,26,67,84,53,78,51,79,62,63,82,77,82,67,78,82,85,84,85,85,71,85,8,12,14,14,5
320,81,84,81,34,30,36,63,78,78,37,82,80,84,81,80,83,77,58,75,77,85,55,48,82,81,85,86,76,84,75,7,9,11,7,15
321,81,85,83,72,62,71,63,80,76,71,86,83,81,84,82,72,82,71,82,68,75,61,65,76,73,76,85,78,69,66,7,8,11,6,10
322,81,81,76,82,71,74,84,84,74,84,79,79,78,83,84,71,83,64,86,51,79,61,53,78,66,77,75,76,76,68,8,15,7,12,13
323,81,78,85,63,55,63,62,78,79,66,83,78,73,82,81,85,79,67,75,79,92,62,65,70,76,81,77,79,74,65,14,16,16,9,9
324,81,84,85,66,59,63,66,82,72,75,82,84,72,84,78,79,86,47,82,62,90,67,34,69,62,74,80,75,64,68,6,13,11,7,16
325,81,14,22,14,12,13,15,80,15,24,48,55,30,38,35,58,42,48,48,53,70,80,20,53,12,12,34,14,24,15,81,82,78,70,83
326,81,87,84,64,53,42,59,83,78,66,84,87,82,85,81,69,75,71,83,68,79,58,47,75,76,68,81,72,79,85,6,14,7,12,10
327,81,23,12,11,16,13,35,80,10,18,50,58,15,37,24,44,36,75,52,50,49,74,17,48,8,14,13,12,20,13,78,81,81,64,86
328,81,85,87,38,40,53,56,74,73,49,79,82,73,77,75,93,78,67,83,91,90,62,56,83,74,83,58,74,72,82,15,7,7,11,13
329,81,88,87,45,42,46,58,75,72,51,82,84,75,80,73,77,70,72,84,80,85,66,53,77,76,78,82,72,80,68,8,6,13,13,9
330,81,83,79,59,50,61,74,84,85,60,84,83,74,83,77,64,75,69,79,54,69,72,64,84,82,83,77,73,83,85,11,7,10,13,12
331,81,85,80,60,32,32,54,74,81,54,78,79,82,80,60,83,77,53,80,83,84,70,65,78,78,78,73,65,62,84,11,8,5,14,11
332,81,82,77,40,39,42,77,78,79,38,81,79,77,81,74,78,77,87,80,80,70,78,79,84,80,82,79,72,79,79,10,14,15,10,15
333,81,84,82,57,29,36,58,84,85,34,85,87,79,83,80,66,67,73,77,62,73,65,63,81,80,79,82,69,90,80,13,12,7,5,9
334,81,82,76,80,83,84,92,81,78,82,80,80,76,81,79,66,84,83,77,65,73,82,81,84,75,81,76,68,81,78,2,4,2,4,4
335,81,79,78,64,54,58,65,79,83,69,74,80,80,78,72,78,84,76,73,79,76,85,80,84,78,77,73,75,76,81,9,6,7,10,6
336,81,15,12,20,18,14,41,76,11,20,42,63,12,34,43,56,32,77,51,54,55,71,23,59,11,12,11,12,25,15,83,78,81,78,80
337,81,26,14,7,16,14,34,74,14,21,43,61,11,37,34,50,31,72,52,52,34,69,16,57,11,16,16,12,41,16,84,80,75,76,82
338,81,67,59,84,85,84,80,81,56,79,66,81,70,75,74,55,72,79,60,61,56,89,78,80,54,66,66,70,66,52,12,6,10,9,7
339,81,81,79,32,18,22,50,80,86,18,75,84,68,75,63,57,56,86,67,59,64,72,77,85,86,80,74,69,70,83,5,5,12,7,10
340,81,22,14,14,13,12,43,75,15,16,52,63,14,20,32,50,25,65,44,47,53,69,11,53,13,20,18,12,22,17,81,81,82,70,82
341,81,23,10,10,19,17,11,75,10,15,46,63,10,31,27,48,31,51,40,34,57,80,10,54,10,19,15,15,21,19,80,81,82,72,83
342,81,86,78,71,68,71,74,76,69,71,84,89,85,87,84,60,75,58,85,53,75,71,70,77,70,78,84,82,70,76,13,13,15,15,13
343,81,87,87,31,26,25,51,83,80,33,84,85,80,83,77,79,54,56,87,73,83,33,41,75,74,71,83,81,78,79,7,15,6,9,10
344,81,79,76,81,67,82,84,82,82,82,78,77,65,81,79,73,94,81,69,71,72,76,61,81,72,78,69,68,67,59,7,6,10,15,16
345,81,76,76,30,23,41,80,78,81,47,75,81,72,75,68,68,70,91,54,66,66,72,79,84,85,79,77,70,77,77,11,10,15,14,11
346,81,60,58,86,81,82,91,81,40,78,48,80,46,71,73,63,82,83,48,69,62,88,81,63,46,56,44,47,57,23,9,8,15,5,10
347,80,76,75,18,13,23,72,73,82,33,53,75,48,69,40,78,68,91,48,81,72,67,86,86,83,70,53,52,62,75,5,13,13,7,14
348,80,78,79,40,33,35,62,82,77,40,83,81,75,80,82,88,80,70,76,75,83,64,64,82,74,78,86,78,77,76,15,12,12,13,13
349,80,72,56,84,76,83,86,85,38,82,42,71,40,74,61,83,76,73,68,78,77,69,83,53,38,41,45,49,56,44,12,16,12,13,17
350,80,78,77,77,76,77,69,80,72,77,75,82,77,78,71,78,89,68,81,80,83,71,69,55,51,53,83,52,61,47,7,16,15,15,7
351,80,73,74,28,24,27,65,83,81,32,58,79,56,68,47,79,56,87,55,81,55,84,83,84,82,80,59,67,77,79,19,8,11,20,20
352,80,82,82,31,23,13,41,80,82,31,80,77,73,79,80,86,67,48,88,78,89,44,44,67,72,75,56,75,74,67,14,9,7,8,10
353,80,77,75,80,77,81,81,78,54,79,73,68,75,78,75,69,89,71,77,68,78,67,59,72,58,64,48,73,61,58,15,9,9,14,8
354,80,64,60,83,82,82,86,76,58,82,50,70,40,67,58,67,60,77,63,74,61,91,80,74,56,61,72,58,62,63,17,14,15,15,19
355,80,21,9,12,13,17,34,78,27,23,71,67,10,18,16,41,29,79,41,42,34,67,11,58,8,7,9,18,14,8,80,78,81,77,77
356,80,81,80,62,37,36,57,78,75,39,80,76,77,80,73,84,74,49,73,85,82,50,45,70,75,74,72,76,73,68,6,9,7,15,12
357,80,84,83,50,44,50,51,78,81,57,81,82,77,80,77,77,79,54,86,60,80,55,43,79,75,76,72,75,66,76,12,15,15,13,11
358,80,79,64,83,81,82,76,77,42,80,67,73,55,78,76,68,80,78,55,68,69,78,83,58,28,40,45,28,42,41,13,11,13,13,9
359,80,80,85,54,37,55,68,78,77,26,82,77,71,81,77,82,80,69,88,83,78,55,65,80,76,81,70,68,66,72,9,6,14,15,14
360,80,72,70,81,79,80,82,81,64,82,59,74,72,73,69,79,85,78,65,83,68,86,77,62,48,42,60,40,60,34,12,11,8,15,15
361,80,77,72,35,23,20,74,80,87,21,70,82,59,73,64,67,79,87,60,68,67,83,87,81,84,74,75,57,72,75,12,7,8,13,6
362,80,85,89,32,18,25,58,75,76,26,73,75,71,72,67,95,79,62,82,95,94,75,50,73,69,68,77,62,65,70,7,5,7,7,10
363,80,80,77,76,74,80,74,75,65,74,69,72,86,78,71,78,79,81,69,81,74,72,69,75,48,66,82,76,50,46,13,8,12,7,11
364,80,77,78,74,74,81,88,79,71,76,75,78,70,80,78,67,85,84,62,68,67,70,78,85,70,81,72,55,60,62,10,9,6,6,11
365,80,78,70,77,80,81,78,76,43,83,73,81,64,79,78,73,77,74,68,75,70,74,73,62,39,60,64,47,63,28,6,8,12,8,11
366,80,85,86,42,32,32,58,78,77,35,82,80,67,78,69,86,73,64,86,85,90,56,45,74,75,67,70,52,69,72,13,14,10,5,6
367,80,19,12,12,14,10,22,80,14,13,25,39,11,28,17,35,20,68,27,37,39,36,14,48,16,17,10,14,18,19,73,82,75,64,86
368,80,31,13,10,13,11,22,78,6,13,44,57,10,39,46,36,35,72,27,33,48,39,10,56,5,9,13,14,13,9,79,81,78,75,81
369,80,83,85,69,63,72,78,78,78,71,81,84,69,81,79,73,82,73,78,76,74,79,56,77,71,74,80,73,75,70,11,14,9,12,11
370,80,81,78,25,18,21,52,78,84,29,76,77,61,77,47,82,70,75,68,83,79,71,75,84,83,76,70,57,75,81,7,7,6,9,11
371,80,32,13,17,14,14,21,79,8,11,33,56,14,37,45,51,34,60,56,48,61,63,13,56,9,6,13,10,16,5,77,80,79,75,83
372,80,74,71,75,75,79,83,75,73,76,58,73,74,74,65,76,92,89,60,82,68,90,83,66,64,54,50,40,58,28,13,10,10,7,14
373,80,79,72,80,79,80,83,78,60,79,68,65,59,80,79,50,74,76,75,54,58,57,62,77,49,75,66,54,50,43,15,7,13,13,7
374,80,71,65,78,80,84,89,77,42,79,55,76,46,76,64,69,68,82,57,77,64,76,75,65,39,44,39,39,52,48,7,6,7,7,7
375,80,85,83,61,50,72,78,77,77,66,84,75,79,85,81,68,81,79,65,71,65,71,74,90,73,87,85,88,83,70,15,6,6,12,13
376,80,16,12,11,12,18,27,66,14,26,36,42,16,33,30,46,45,76,47,48,32,63,18,56,14,13,20,14,24,17,84,82,77,74,83
377,80,68,47,80,78,81,76,74,28,81,43,72,39,66,66,65,81,91,67,69,55,90,82,61,31,40,33,72,43,34,7,7,14,6,13
378,80,82,82,29,23,13,41,80,82,31,80,77,73,79,80,87,67,35,89,75,85,43,44,67,72,75,56,75,74,67,14,9,7,8,10
379,80,20,14,16,17,14,36,77,13,22,70,41,18,28,30,43,30,64,48,39,42,70,12,59,11,12,15,13,21,16,81,81,75,78,79
